pc,outlier_frac,algo,chamfer_mean,chamfer_std,cd_coverage_mean,cd_coverage_std,cd_accuracy_mean,cd_accuracy_std,hausdorff_mean,hausdorff_std,classification_rate_mean,classification_rate_std,runtime_s_mean,runtime_s_std
cat1_0_0,0.1,gc-ransac,0.0470357831797378,0.0014628028727640202,0.021998185538361102,0.0007567749273611106,0.0250375976413767,0.0007060279454029058,0.13422826051565834,0.002398273007701309,0.8342657342657342,0.0009889605331280208,108.56971824999891,19.87839393424002
cat1_0_0,0.1,lo-ransac,0.10790061805488564,0.017774105053674192,0.01731568436626866,0.00120351884617867,0.09058493368861695,0.01741471180062734,0.49359253494301203,0.1645421260635315,0.8165734265734266,0.01747603854919386,41.344039610000074,9.316033576635748
cat1_0_0,0.1,vanilla,0.11051666479138862,0.02190066376892101,0.01755140797535085,0.0011249302695314353,0.09296525681603773,0.021740575534048925,0.5106467323379895,0.15678244586834686,0.7913986013986014,0.02548888065166443,27.762193585000386,6.0915185677125665
cat1_0_0,0.15,gair-ransac,0.04086333882026252,0.001406892991547933,0.012740681784278379,0.0005321795030484662,0.028122657035984093,0.001192769530519083,0.11230144802257973,0.013973165080244033,0.9386880856760375,0.003238582697881167,106.55701592500063,46.64799489020894
cat1_0_0,0.15,gc-ransac,0.0466455401961345,,0.0219577794001592,,0.0246877607959753,,0.1308546051584916,,0.8299866131191432,,224.8535169999996,
cat1_0_0,0.15,lo-ransac,0.11719392541392235,0.020732258253473294,0.01683134950180721,0.0012821241122357723,0.1003625759121151,0.02033176697285277,0.5746665612833597,0.19625659449111876,0.8035475234270415,0.02479047248117217,46.72796702000014,12.155543805033297
cat1_0_0,0.15,vanilla,0.11899572740906068,0.013416136923795959,0.017623296672616796,0.0009849409844068563,0.10137243073644382,0.013828008844884106,0.5374014206779547,0.10197973000634826,0.773293172690763,0.021451021487603077,31.644137734999823,5.96725409723682
cat1_0_0,0.2,gair-ransac,0.04017599956722138,0.0016972905403904064,0.012635085883392466,0.0006283126065709511,0.027540913683828865,0.0013909479946076827,0.10739703475247273,0.010677543693658111,0.9342307692307692,0.0037689048487988073,94.24568634000006,30.76111021633078
cat1_0_0,0.2,lo-ransac,0.1095671849739646,0.018909297127656363,0.016973365588873253,0.0008146000456583804,0.0925938193850913,0.018442812800239464,0.4994359552011073,0.14112390759478946,0.7816666666666666,0.020496366545281437,41.67960743500007,7.706929076222989
cat1_0_0,0.2,vanilla,0.11730372160068199,0.017531653257100665,0.01786447095083052,0.0010546799033408483,0.09943925064985142,0.017102907212385915,0.5334913064256219,0.11172950808373053,0.7439102564102564,0.013277125113594851,31.551618760000018,6.228732348563249
cat1_0_0,0.25,gair-ransac,0.038035744313263856,0.0012699967836323155,0.012416068582039745,0.0005507947157021067,0.025619675731224062,0.0008501643000157252,0.09870039597667087,0.006626331037661599,0.9338669950738916,0.005071424195713743,90.44552948499987,29.417748721710034
cat1_0_0,0.25,gc-ransac,0.1247906478614174,,0.096527226159344,,0.0282634217020733,,0.3680227373908641,,0.5948275862068966,,159.51649980000002,
cat1_0_0,0.25,lo-ransac,0.11188520092063599,0.015661046559413735,0.017232617631340562,0.0009856684090408093,0.0946525832892954,0.015446044865195524,0.49776752383890355,0.13996556308246833,0.7612684729064039,0.02019370439131208,46.49142518499993,12.487339870132162
cat1_0_0,0.25,vanilla,0.11698910558995512,0.013002135586148728,0.017695926443088407,0.001051729580163151,0.09929317914686667,0.012687246294528024,0.5027220624928782,0.1022237729389283,0.7270320197044335,0.018480574849445902,33.09186270000028,5.346844547852919
cat1_0_0,0.3,gair-ransac,0.03886542502133211,0.002818571838152199,0.012982492564000924,0.0006940379755267809,0.025882932457331143,0.002472590698926313,0.10465094227762865,0.039008885098175135,0.9278698224852071,0.014188071388909634,78.9853826049999,43.76716773166965
cat1_0_0,0.3,lo-ransac,0.11840073347121383,0.017786219496031076,0.017202158703270166,0.000849147398171501,0.10119857476794361,0.017542027531372583,0.5371836012319303,0.14088622271096257,0.7402366863905325,0.01283527725494167,49.64529044999999,11.73174283167149
cat1_0_0,0.3,vanilla,0.12764045888530334,0.019062489086805332,0.017861179744602655,0.0008407684447701456,0.10977927914070063,0.019069929972756985,0.544706972048965,0.10285872838612932,0.7138461538461539,0.020056328109419735,36.98999547500007,5.983751450566617
cat1_0_0,0.35,gair-ransac,0.041072041660658316,0.002732149415854642,0.012315880979084605,0.0006088380172612038,0.028756160681573627,0.0024590587685326933,0.1252188715072617,0.01991024996481504,0.9326681870011402,0.003763191520925353,83.04843550999976,21.26935249345727
cat1_0_0,0.35,lo-ransac,0.13797415852227637,0.018018739901385996,0.017272341904973298,0.0009634749911771419,0.12070181661730303,0.017793887381572386,0.601095953310775,0.1542481189077511,0.7214937286202965,0.018138214956468158,55.01165303999951,12.870836275736062
cat1_0_0,0.35,vanilla,0.1397461149021505,0.014365812140622875,0.017774151616383755,0.000685430146122326,0.12197196328576669,0.014194130678566388,0.5974369258347275,0.07808319161423345,0.695667046750285,0.016802646549426332,37.766399064999675,6.297497792013967
cat1_0_0,0.4,gair-ransac,0.04189392550379632,0.001988115153473866,0.012462205666491161,0.000862842369513887,0.02943171983730513,0.001384074984090485,0.12524637620780088,0.010967330252152093,0.9166483516483517,0.0057629616989627415,80.4917741400006,18.681170484518795
cat1_0_0,0.4,gc-ransac,0.04669500250998945,0.0027427548639764672,0.0218548403403723,0.0008503352227328918,0.02484016216961715,0.0018924196412435825,0.13286622442236273,0.0006178277777106957,0.8021978021978022,0.004662242513317879,265.6878378000001,54.469217273478854
cat1_0_0,0.4,lo-ransac,0.13172751430653434,0.018666249854128937,0.017526445360238764,0.0007266457120860662,0.11420106894629552,0.01851561130391871,0.5676523747708881,0.16504257839772238,0.698076923076923,0.013766306071707805,54.46714954499985,10.542234537791641
cat1_0_0,0.4,vanilla,0.12957095641318922,0.013900046033770744,0.017577299810750104,0.0008447801701473519,0.11199365660243907,0.013660322912071431,0.5388077372335334,0.11688334670989624,0.686043956043956,0.013411901972629285,39.1559056849992,6.298981139188182
cat2_0_0,0.0,gair-ransac,0.07083240913665204,0.0035246584367438914,0.04911108934608389,0.0010683288318588072,0.02172131979056809,0.0036474786690502132,0.41990456243387425,0.010273611594426076,0.673859649122807,0.017998720208508984,174.48036035500007,64.64936973167762
cat2_0_0,0.0,lo-ransac,0.13820112470583273,0.022779106399838326,0.016600209513378695,0.0012783748723719387,0.12160091519245397,0.022019230381654608,0.5533900506543304,0.08801271386274884,0.8414035087719298,0.029053639675436727,57.35206628000124,14.391256434195016
